prefix,resource,entry-number,organisation,reference,entity,start-date,end-date,entry-date,endpoint
brownfield-site,,,local-authority-eng:WSM,16/00492/FULL,1801162,,,,
brownfield-site,,,local-authority-eng:BEN,BR00072,1801163,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0162,1801164,,,,
brownfield-site,,,local-authority-eng:MRT,15/P1156,1801165,,,,
brownfield-site,,,local-authority-eng:WFT,2014/0951,1801166,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0117,1801167,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD45,1801168,,,,
brownfield-site,,,local-authority-eng:LBH,BLR012,1801169,,,,
brownfield-site,,,local-authority-eng:EAL,172583PAOR,1801170,,,,
brownfield-site,,,local-authority-eng:LBH,BLR020,1801171,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2008/0593,1801172,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:010094369683,1801173,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-02,1801174,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0111,1801175,,,,
brownfield-site,,,local-authority-eng:WFT,151810,1801176,,,,
brownfield-site,,,local-authority-eng:HIL,1803/APP/2016/3764,1801177,,,,
brownfield-site,,,local-authority-eng:BEN,BR00109,1801178,,,,
brownfield-site,,,local-authority-eng:BEN,BR00033,1801179,,,,
brownfield-site,,,local-authority-eng:MRT,13/P4024,1801180,,,,
brownfield-site,,,local-authority-eng:WSM,14/08453/FULL,1801181,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD23,1801182,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0086,1801183,,,,
brownfield-site,,,local-authority-eng:HIL,38567/APP/2016/869,1801184,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-46,1801185,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-18,1801186,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-3399,1801187,,,,
brownfield-site,,,local-authority-eng:BRY,BLR26,1801188,,,,
brownfield-site,,,local-authority-eng:BEN,BR00077,1801189,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0168,1801190,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-2844,1801191,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR050,1801192,,,,
brownfield-site,,,local-authority-eng:BEN,BR00088,1801193,,,,
brownfield-site,,,local-authority-eng:HIL,46616/APP/2017/1362,1801194,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2015/1637,1801195,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2007/0850,1801196,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2016/1562,1801197,,,,
brownfield-site,,,local-authority-eng:LEW,TH010,1801198,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0089,1801199,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-70,1801200,,,,
brownfield-site,,,local-authority-eng:MRT,14/P4537,1801201,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0043,1801202,,,,
brownfield-site,,,local-authority-eng:LEW,LC012,1801203,,,,
brownfield-site,,,local-authority-eng:HRW,P/4480/15,1801204,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0045,1801205,,,,
brownfield-site,,,local-authority-eng:KEC,RBKC017,1801206,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD05,1801207,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-13,1801208,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-85,1801209,,,,
brownfield-site,,,local-authority-eng:BRY,BLR33,1801210,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD46,1801211,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR093,1801212,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-5032,1801213,,,,
brownfield-site,,,local-authority-eng:BRY,BLR22,1801214,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD24,1801215,,,,
brownfield-site,,,local-authority-eng:SWK,17-AP-0862,1801216,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0104,1801217,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0095,1801218,,,,
brownfield-site,,,local-authority-eng:BEN,BR00066,1801219,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0006,1801220,,,,
brownfield-site,,,local-authority-eng:BEN,BR00059,1801221,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2016/1159,1801222,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0008,1801223,,,,
brownfield-site,,,local-authority-eng:SWK,PNAAP30,1801224,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2015/0610,1801225,,,,
brownfield-site,,,local-authority-eng:LEW,LC002,1801226,,,,
brownfield-site,,,local-authority-eng:LEW,CS002,1801227,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2014/2162,1801228,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0002,1801229,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR082,1801230,,,,
brownfield-site,,,local-authority-eng:NWM,HSG36,1801231,,,,
brownfield-site,,,local-authority-eng:BEN,BR00110,1801232,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0056,1801233,,,,
brownfield-site,,,local-authority-eng:WSM,HS006,1801234,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0014,1801235,,,,
brownfield-site,,,local-authority-eng:EAL,16/00006/FUL,1801236,,,,
brownfield-site,,,local-authority-eng:BRY,BLR35,1801237,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0046,1801238,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2015/0028,1801239,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-22,1801240,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0036,1801241,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-1469,1801242,,,,
brownfield-site,,,local-authority-eng:LEW,NX007,1801243,,,,
brownfield-site,,,local-authority-eng:BEN,BR00025,1801244,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-5175,1801245,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0041,1801246,,,,
brownfield-site,,,local-authority-eng:ISL,P2015/3050/FUL,1801247,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0068,1801248,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0058,1801249,,,,
brownfield-site,,,local-authority-eng:EAL,ACT4,1801250,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD04,1801251,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-54,1801252,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0043,1801253,,,,
brownfield-site,,,local-authority-eng:BRY,BLR16,1801254,,,,
brownfield-site,,,local-authority-eng:SWK,14-AP-4640,1801255,,,,
brownfield-site,,,local-authority-eng:ISL,P2016/3210/FUL,1801256,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2016/1307,1801257,,,,
brownfield-site,,,local-authority-eng:BEN,BR00020,1801258,,,,
brownfield-site,,,local-authority-eng:BEN,BR00039,1801259,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2009/0181,1801260,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-3677,1801261,,,,
brownfield-site,,,local-authority-eng:SWK,NSP59,1801262,,,,
brownfield-site,,,local-authority-eng:WND,WBR/18/0023,1801263,,,,
brownfield-site,,,local-authority-eng:KEC,RBKC003,1801264,,,,
brownfield-site,,,local-authority-eng:HRW,P/0312/16,1801265,,,,
brownfield-site,,,local-authority-eng:LEW,RG002,1801266,,,,
brownfield-site,,,local-authority-eng:KEC,RBKC023,1801267,,,,
brownfield-site,,,local-authority-eng:NWM,HSG34,1801268,,,,
brownfield-site,,,local-authority-eng:HRW,P/4885/15,1801269,,,,
brownfield-site,,,local-authority-eng:HRW,Site Allocations R1,1801270,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-2721,1801271,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0014,1801272,,,,
brownfield-site,,,local-authority-eng:LEW,EV014,1801273,,,,
brownfield-site,,,local-authority-eng:WSM,15/07397/FULL,1801274,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR048,1801275,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR021,1801276,,,,
brownfield-site,,,local-authority-eng:WFT,2014/1061/OUT,1801277,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-88,1801278,,,,
brownfield-site,,,local-authority-eng:NWM,HSG27,1801279,,,,
brownfield-site,,,local-authority-eng:WSM,15/05691/FULL,1801280,,,,
brownfield-site,,,local-authority-eng:BEN,BR00108,1801281,,,,
brownfield-site,,,local-authority-eng:BNE,H/02976/14,1801282,,,,
brownfield-site,,,local-authority-eng:WFT,162160,1801283,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0154,1801284,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-3066,1801285,,,,
brownfield-site,,,local-authority-eng:BEN,BR00011,1801286,,,,
brownfield-site,,,local-authority-eng:HIL,4519/APP/2016/3619,1801287,,,,
brownfield-site,,,local-authority-eng:NWM,HSG22,1801288,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-2957,1801289,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0078,1801290,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0058,1801291,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR072,1801292,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0051,1801293,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0149,1801294,,,,
brownfield-site,,,local-authority-eng:HRW,P/0615/15,1801295,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-1705,1801296,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0042,1801297,,,,
brownfield-site,,,local-authority-eng:LEW,PV002,1801298,,,,
brownfield-site,,,local-authority-eng:BRY,BLR38,1801299,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD16,1801300,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD50,1801301,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0026,1801302,,,,
brownfield-site,,,local-authority-eng:BNE,17/2581/PNO,1801303,,,,
brownfield-site,,,local-authority-eng:WFT,150891,1801304,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2016/0323,1801305,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_25,1801306,,,,
brownfield-site,,,local-authority-eng:LBH,BLR018,1801307,,,,
brownfield-site,,,local-authority-eng:SWK,NSP63,1801308,,,,
brownfield-site,,,local-authority-eng:HIL,3016/APP/2015/2420,1801309,,,,
brownfield-site,,,local-authority-eng:LBH,BLR037,1801310,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/22,1801311,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD55,1801312,,,,
brownfield-site,,,local-authority-eng:KEC,RBKC014,1801313,,,,
brownfield-site,,,local-authority-eng:EAL,EAL12,1801314,,,,
brownfield-site,,,local-authority-eng:ISL,P2013/2437/FUL,1801315,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD32,1801316,,,,
brownfield-site,,,local-authority-eng:EAL,SOU8b,1801317,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0075,1801318,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-4323,1801319,,,,
brownfield-site,,,local-authority-eng:NWM,HSG14,1801320,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0159,1801321,,,,
brownfield-site,,,local-authority-eng:SWK,14-AP-1085,1801322,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0028,1801323,,,,
brownfield-site,,,local-authority-eng:HIL,57069/APP/2017/143,1801324,,,,
brownfield-site,,,local-authority-eng:WND,WBR/18/0022,1801325,,,,
brownfield-site,,,local-authority-eng:HIL,72309/APP/2016/3899,1801326,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0071,1801327,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0052,1801328,,,,
brownfield-site,,,local-authority-eng:LEW,TH006,1801329,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0062,1801330,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0064,1801331,,,,
brownfield-site,,,local-authority-eng:HMF,LBHF004,1801332,,,,
brownfield-site,,,local-authority-eng:WSM,14/08069/FULL,1801333,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0046,1801334,,,,
brownfield-site,,,local-authority-eng:NWM,HSG21,1801335,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD56,1801336,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-2430,1801337,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:46037487,1801338,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0021,1801339,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0184,1801340,,,,
brownfield-site,,,local-authority-eng:HRW,P/2443/14,1801341,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0055,1801342,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-25,1801343,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/2,1801344,,,,
brownfield-site,,,local-authority-eng:WFT,150538,1801345,,,,
brownfield-site,,,local-authority-eng:MRT,14/P3746,1801346,,,,
brownfield-site,,,local-authority-eng:LEW,SD003,1801347,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/6,1801348,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0023,1801349,,,,
brownfield-site,,,local-authority-eng:BEN,BR00067,1801350,,,,
brownfield-site,,,local-authority-eng:WND,WBR/18/0005,1801351,,,,
brownfield-site,,,local-authority-eng:LEW,SD011,1801352,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0133,1801353,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0173,1801354,,,,
brownfield-site,,,local-authority-eng:LEW,TH011,1801355,,,,
brownfield-site,,,local-authority-eng:BNE,B/01990/11,1801356,,,,
brownfield-site,,,local-authority-eng:HIL,16323/APP/2015/4701,1801357,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0016,1801358,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR091,1801359,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD57,1801360,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD54,1801361,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0124,1801362,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-1393,1801363,,,,
brownfield-site,,,local-authority-eng:HIL,71497/APP/2016/9,1801364,,,,
brownfield-site,,,local-authority-eng:WSM,14/07052/FULL,1801365,,,,
brownfield-site,,,local-authority-eng:LEW,GP004,1801366,,,,
brownfield-site,,,local-authority-eng:BEN,BR00070,1801367,,,,
brownfield-site,,,local-authority-eng:HIL,71337/APP/2016/3869,1801368,,,,
brownfield-site,,,local-authority-eng:BEN,BR00018,1801369,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0141,1801370,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0030,1801371,,,,
brownfield-site,,,local-authority-eng:LEW,RG006,1801372,,,,
brownfield-site,,,local-authority-eng:LBH,BLR041,1801373,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:10034508058,1801374,,,,
brownfield-site,,,local-authority-eng:SWK,14-AP-0115,1801375,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2015/1956,1801376,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0075,1801377,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2015/2321,1801378,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-68,1801379,,,,
brownfield-site,,,local-authority-eng:BEN,BR00076,1801380,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-15,1801381,,,,
brownfield-site,,,local-authority-eng:ISL,FP9,1801382,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0113,1801383,,,,
brownfield-site,,,local-authority-eng:HIL,32215/APP/2016/4037,1801384,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0069,1801385,,,,
brownfield-site,,,local-authority-eng:HRW,P/2437/16,1801386,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0016,1801387,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD33,1801388,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-5037,1801389,,,,
brownfield-site,,,local-authority-eng:ISL,P2015/0362/FUL,1801390,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-20,1801391,,,,
brownfield-site,,,local-authority-eng:ISL,BC44,1801392,,,,
brownfield-site,,,local-authority-eng:HRW,P/2571/13,1801393,,,,
brownfield-site,,,local-authority-eng:HRW,P/3468/17,1801394,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0001,1801395,,,,
brownfield-site,,,local-authority-eng:WSM,14/08299/FULL,1801396,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0123,1801397,,,,
brownfield-site,,,local-authority-eng:ISL,HC4,1801398,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0093,1801399,,,,
brownfield-site,,,local-authority-eng:NWM,HSG7,1801400,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0080,1801401,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR064,1801402,,,,
brownfield-site,,,local-authority-eng:BEN,BR00112,1801403,,,,
brownfield-site,,,local-authority-eng:BRY,BLR53,1801404,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0103,1801405,,,,
brownfield-site,,,local-authority-eng:HRW,P/0604/15,1801406,,,,
brownfield-site,,,local-authority-eng:MRT,13/P0952,1801407,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2014/2547,1801408,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/3,1801409,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR022,1801410,,,,
brownfield-site,,,local-authority-eng:KEC,17200106,1801411,,,,
brownfield-site,,,local-authority-eng:EAL,ACT1,1801412,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2015/2517,1801413,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-2222,1801414,,,,
brownfield-site,,,local-authority-eng:EAL,P/2014/3193,1801415,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0013,1801416,,,,
brownfield-site,,,local-authority-eng:EAL,174187PRDIS,1801417,,,,
brownfield-site,,,local-authority-eng:BNE,F/05325/13,1801418,,,,
brownfield-site,,,local-authority-eng:LBH,BLR036,1801419,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2015/2513,1801420,,,,
brownfield-site,,,local-authority-eng:HIL,72408/APP/2017/3021,1801421,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-2531,1801422,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-43,1801423,,,,
brownfield-site,,,local-authority-eng:HIL,70895/APP/2015/4349,1801424,,,,
brownfield-site,,,local-authority-eng:HRW,P/5562/15,1801425,,,,
brownfield-site,,,local-authority-eng:SWK,CWAAP 8,1801426,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2016/0558,1801427,,,,
brownfield-site,,,local-authority-eng:HIL,5564/APP/2015/3770,1801428,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0044,1801429,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-0131,1801430,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0010,1801431,,,,
brownfield-site,,,local-authority-eng:BNE,B/02471/11,1801432,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2012/1705,1801433,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR041,1801434,,,,
brownfield-site,,,local-authority-eng:LEW,GP002,1801435,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0073,1801436,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR037,1801437,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0106,1801438,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0068,1801439,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-4088,1801440,,,,
brownfield-site,,,local-authority-eng:HRW,P/5789/15,1801441,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0105,1801442,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0139,1801443,,,,
brownfield-site,,,local-authority-eng:EAL,HAN1,1801444,,,,
brownfield-site,,,local-authority-eng:WFT,151966,1801445,,,,
brownfield-site,,,local-authority-eng:BNE,F/03731/14,1801446,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD51,1801447,,,,
brownfield-site,,,local-authority-eng:BEN,BR00100,1801448,,,,
brownfield-site,,,local-authority-eng:HRW,P/4013/14,1801449,,,,
brownfield-site,,,local-authority-eng:WSM,15/06446/FULL,1801450,,,,
brownfield-site,,,local-authority-eng:BEN,BR00069,1801451,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0053,1801452,,,,
brownfield-site,,,local-authority-eng:BEN,BR00095,1801453,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0129,1801454,,,,
brownfield-site,,,local-authority-eng:NWM,HSG11,1801455,,,,
brownfield-site,,,local-authority-eng:BEN,BR00004,1801456,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0048,1801457,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD41,1801458,,,,
brownfield-site,,,local-authority-eng:EAL,HAN2a,1801459,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD13,1801460,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD12,1801461,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0022,1801462,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2012/0554,1801463,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0028,1801464,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-4124,1801465,,,,
brownfield-site,,,local-authority-eng:LEW,NX016,1801466,,,,
brownfield-site,,,local-authority-eng:LEW,LG001,1801467,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0038,1801468,,,,
brownfield-site,,,local-authority-eng:SWK,NSP73,1801469,,,,
brownfield-site,,,local-authority-eng:WFT,160233,1801470,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0140,1801471,,,,
brownfield-site,,,local-authority-eng:EAL,SOU6f,1801472,,,,
brownfield-site,,,local-authority-eng:ISL,P2013/3350/FUL,1801473,,,,
brownfield-site,,,local-authority-eng:BRY,BLR39,1801474,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0008,1801475,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2014/0484,1801476,,,,
brownfield-site,,,local-authority-eng:WND,WBR/18/0028,1801477,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0005,1801478,,,,
brownfield-site,,,local-authority-eng:HIL,19365/APP/2017/188,1801479,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR059,1801480,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0142,1801481,,,,
brownfield-site,,,local-authority-eng:LBH,BLR038,1801482,,,,
brownfield-site,,,local-authority-eng:HRW,P/1092/16,1801483,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0127,1801484,,,,
brownfield-site,,,local-authority-eng:HRW,P/0026/15,1801485,,,,
brownfield-site,,,local-authority-eng:HIL,SA8,1801486,,,,
brownfield-site,,,local-authority-eng:HRW,P/2418/12,1801487,,,,
brownfield-site,,,local-authority-eng:HRW,P/5250/16,1801488,,,,
brownfield-site,,,local-authority-eng:NWM,HSG5,1801489,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0026,1801490,,,,
brownfield-site,,,local-authority-eng:WFT,142872,1801491,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0081,1801492,,,,
brownfield-site,,,local-authority-eng:BEN,BR00065,1801493,,,,
brownfield-site,,,local-authority-eng:HIL,10954/APP/2011/1997,1801494,,,,
brownfield-site,,,local-authority-eng:BEN,BR00017,1801495,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD39,1801496,,,,
brownfield-site,,,local-authority-eng:ISL,P2016/4721/FUL,1801497,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:010008991173,1801498,,,,
brownfield-site,,,local-authority-eng:ISL,P2014/3572/FUL,1801499,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-92,1801500,,,,
brownfield-site,,,local-authority-eng:NWM,UPRN:46252669,1801501,,,,
brownfield-site,,,local-authority-eng:BNE,17/1065/FUL,1801502,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR075,1801503,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD30,1801504,,,,
brownfield-site,,,local-authority-eng:ISL,OIS11,1801505,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0087,1801506,,,,
brownfield-site,,,local-authority-eng:EAL,EAL18,1801507,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR071,1801508,,,,
brownfield-site,,,local-authority-eng:BRY,BLR42,1801509,,,,
brownfield-site,,,local-authority-eng:BEN,BR00012,1801510,,,,
brownfield-site,,,local-authority-eng:LEW,BK005,1801511,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0185,1801512,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0046,1801513,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0029,1801514,,,,
brownfield-site,,,local-authority-eng:BEN,BR00028,1801515,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0035,1801516,,,,
brownfield-site,,,local-authority-eng:HRW,P/3896/16,1801517,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0086,1801518,,,,
brownfield-site,,,local-authority-eng:EAL,EAL19,1801519,,,,
brownfield-site,,,local-authority-eng:WSM,15/09769/FULL,1801520,,,,
brownfield-site,,,local-authority-eng:HIL,72229/APP/2016/4186,1801521,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0186,1801522,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0005,1801523,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0050,1801524,,,,
brownfield-site,,,local-authority-eng:BRY,BLR27,1801525,,,,
brownfield-site,,,local-authority-eng:BRY,BLR17,1801526,,,,
brownfield-site,,,local-authority-eng:BNE,F/02952/13,1801527,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0047,1801528,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/10,1801529,,,,
brownfield-site,,,local-authority-eng:WFT,170527,1801530,,,,
brownfield-site,,,local-authority-eng:HIL,12156/APP/2016/4647,1801531,,,,
brownfield-site,,,local-authority-eng:SWK,PNAAP24,1801532,,,,
brownfield-site,,,local-authority-eng:BNE,16/1683/NMA,1801533,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0051,1801534,,,,
brownfield-site,,,local-authority-eng:BRY,BLR30,1801535,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_22,1801536,,,,
brownfield-site,,,local-authority-eng:HRW,P/0326/17,1801537,,,,
brownfield-site,,,local-authority-eng:SWK,14-AP-1302,1801538,,,,
brownfield-site,,,local-authority-eng:SWK,17-AP-0708,1801539,,,,
brownfield-site,,,local-authority-eng:WND,WBR/18/0025,1801540,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0023,1801541,,,,
brownfield-site,,,local-authority-eng:BRY,BLR36,1801542,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR053,1801543,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0073,1801544,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD48,1801545,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-3290,1801546,,,,
