pipeline,dataset,current-entity-minimum,current-entity-maximum,current-organisation,previous-entity-minimum,previous-entity-maximum,previous-organisation
conservation-area,conservation-area,44006563,44006563,local-authority:SHF,44006562,44006563,local-authority:SHF
conservation-area,conservation-area,44006563,44006564,local-authority:SHF,44006563,44006563,local-authority:SHF
conservation-area,conservation-area,44006564,44006564,local-authority:SHF,44006563,44006564,local-authority:SHF
conservation-area,conservation-area,44006564,44006565,local-authority:SHF,44006564,44006564,local-authority:SHF
conservation-area,conservation-area,44006565,44006565,local-authority:SHF,44006564,44006565,local-authority:SHF
conservation-area,conservation-area,44006565,44006565,local-authority:SHF,44006565,44006565,local-authority:SHF
conservation-area,conservation-area,44006568,44006568,local-authority:SHF,44006568,44006572,government-organisation:D1342
conservation-area,conservation-area,44006568,44006568,local-authority:SHF,44006568,44006568,local-authority:SHF
conservation-area,conservation-area,44006568,44006570,local-authority:SHF,44006568,44006568,local-authority:SHF
conservation-area,conservation-area,44006570,44006570,local-authority:SHF,44006568,44006570,local-authority:SHF
conservation-area,conservation-area,44006570,44006571,local-authority:SHF,44006570,44006570,local-authority:SHF
conservation-area,conservation-area,44006571,44006571,local-authority:SHF,44006570,44006571,local-authority:SHF
conservation-area,conservation-area,44006571,44006572,local-authority:SHF,44006571,44006571,local-authority:SHF
conservation-area,conservation-area,44006572,44006572,local-authority:SHF,44006571,44006572,local-authority:SHF
conservation-area,conservation-area,44006572,44006572,local-authority:SHF,44006572,44006572,local-authority:SHF
conservation-area,conservation-area,44006575,44006575,local-authority:SHF,44006575,44006584,government-organisation:D1342
conservation-area,conservation-area,44006575,44006575,local-authority:SHF,44006575,44006575,local-authority:SHF
conservation-area,conservation-area,44006575,44006576,local-authority:SHF,44006575,44006575,local-authority:SHF
conservation-area,conservation-area,44006576,44006576,local-authority:SHF,44006575,44006576,local-authority:SHF
conservation-area,conservation-area,44006576,44006577,local-authority:SHF,44006576,44006576,local-authority:SHF
conservation-area,conservation-area,44006577,44006577,local-authority:SHF,44006576,44006577,local-authority:SHF
conservation-area,conservation-area,44006577,44006578,local-authority:SHF,44006577,44006577,local-authority:SHF
conservation-area,conservation-area,44006578,44006578,local-authority:SHF,44006577,44006578,local-authority:SHF
conservation-area,conservation-area,44006578,44006579,local-authority:SHF,44006578,44006578,local-authority:SHF
conservation-area,conservation-area,44006579,44006579,local-authority:SHF,44006578,44006579,local-authority:SHF
conservation-area,conservation-area,44006579,44006580,local-authority:SHF,44006579,44006579,local-authority:SHF
conservation-area,conservation-area,44006580,44006581,local-authority:SHF,44006579,44006580,local-authority:SHF
conservation-area,conservation-area,44006581,44006581,local-authority:SHF,44006580,44006581,local-authority:SHF
conservation-area,conservation-area,44006581,44006582,local-authority:SHF,44006581,44006581,local-authority:SHF
conservation-area,conservation-area,44006582,44006582,local-authority:SHF,44006581,44006582,local-authority:SHF
conservation-area,conservation-area,44006582,44006583,local-authority:SHF,44006582,44006582,local-authority:SHF
conservation-area,conservation-area,44006583,44006583,local-authority:SHF,44006582,44006583,local-authority:SHF
conservation-area,conservation-area,44006583,44006583,local-authority:SHF,44006583,44006583,local-authority:SHF
conservation-area,conservation-area,44006592,44006592,local-authority:LBH,44006592,44006592,local-authority:LBH
conservation-area,conservation-area,44006592,44006593,local-authority:LBH,44006592,44006592,local-authority:LBH
conservation-area,conservation-area,44006593,44006593,local-authority:LBH,44006592,44006593,local-authority:LBH
conservation-area,conservation-area,44006593,44006594,local-authority:LBH,44006593,44006593,local-authority:LBH
conservation-area,conservation-area,44006594,44006594,local-authority:LBH,44006593,44006594,local-authority:LBH
conservation-area,conservation-area,44006639,44006640,government-organisation:D1342,44006598,44006639,government-organisation:D1342
conservation-area,conservation-area,44006675,44006676,local-authority:COT,44006675,44006676,government-organisation:D1342
conservation-area,conservation-area,44006678,44006678,local-authority:COT,44006678,44006680,government-organisation:D1342
conservation-area,conservation-area,44006683,44006685,government-organisation:D1342,44006682,44006683,government-organisation:D1342
conservation-area,conservation-area,44006706,44006706,local-authority:RIC,44006706,44006707,government-organisation:D1342
conservation-area,conservation-area,44006712,44006712,local-authority:RIC,44006711,44006712,government-organisation:D1342
conservation-area,conservation-area,44006714,44006714,local-authority:RIC,44006714,44006714,government-organisation:D1342
conservation-area,conservation-area,44006717,44006717,local-authority:RIC,44006716,44006721,government-organisation:D1342
conservation-area,conservation-area,44006733,44006734,local-authority:GED,44006733,44006773,government-organisation:D1342
conservation-area,conservation-area,44006794,44006794,local-authority:RIC,44006787,44006800,government-organisation:D1342
conservation-area,conservation-area,44006848,44006849,local-authority:LBH,44006848,44006848,local-authority:LBH
conservation-area,conservation-area,44006849,44006850,local-authority:LBH,44006848,44006849,local-authority:LBH
conservation-area,conservation-area,44006850,44006850,local-authority:LBH,44006849,44006850,local-authority:LBH
conservation-area,conservation-area,44006850,44006851,local-authority:LBH,44006850,44006850,local-authority:LBH
conservation-area,conservation-area,44006851,44006852,local-authority:LBH,44006850,44006851,local-authority:LBH
conservation-area,conservation-area,44006852,44006853,local-authority:LBH,44006851,44006852,local-authority:LBH
conservation-area,conservation-area,44006853,44006854,local-authority:LBH,44006852,44006853,local-authority:LBH
conservation-area,conservation-area,44006854,44006855,local-authority:LBH,44006853,44006854,local-authority:LBH
conservation-area,conservation-area,44006855,44006855,local-authority:LBH,44006854,44006855,local-authority:LBH
conservation-area,conservation-area,44006855,44006856,local-authority:LBH,44006855,44006855,local-authority:LBH
conservation-area,conservation-area,44006856,44006857,local-authority:LBH,44006855,44006856,local-authority:LBH
conservation-area,conservation-area,44006857,44006859,local-authority:LBH,44006856,44006857,local-authority:LBH
conservation-area,conservation-area,44006859,44006860,local-authority:LBH,44006857,44006859,local-authority:LBH
conservation-area,conservation-area,44006860,44006861,local-authority:LBH,44006859,44006860,local-authority:LBH
conservation-area,conservation-area,44006862,44006862,local-authority:CAB,44006862,44006870,government-organisation:D1342
conservation-area,conservation-area,44006961,44006961,national-park-authority:Q72617158,44006961,44006967,local-authority:NEW
conservation-area,conservation-area,44007140,44007141,local-authority:BRY,44007129,44007142,government-organisation:D1342
conservation-area,conservation-area,44007144,44007144,local-authority:BRY,44007144,44007144,government-organisation:D1342
conservation-area,conservation-area,44007230,44007230,government-organisation:PB1164,44007230,44007230,government-organisation:D1342
conservation-area,conservation-area,44007310,44007420,government-organisation:PB1164,44007310,44007334,government-organisation:D1342
conservation-area,conservation-area,44007335,44007336,local-authority:NEW,44007310,44007420,government-organisation:PB1164
conservation-area,conservation-area,44007335,44007336,national-park-authority:Q72617158,44007335,44007336,local-authority:NEW
conservation-area,conservation-area,44007421,44007439,national-park-authority:Q72617988,44007421,44007439,government-organisation:D1342
conservation-area,conservation-area,44007440,44007440,local-authority:SWK,44007440,44007440,government-organisation:PB1164
conservation-area,conservation-area,44007440,44007447,local-authority:SWK,44007440,44007440,local-authority:SWK
conservation-area,conservation-area,44007672,44007679,local-authority:SHN,44007672,44007672,government-organisation:D1342
conservation-area,conservation-area,44007674,44007679,government-organisation:D1342,44007672,44007679,local-authority:SHN
conservation-area,conservation-area,44007822,44007823,government-organisation:D1342,44007752,44007830,local-authority:MAL
conservation-area,conservation-area,44007871,44007872,local-authority:SEG,44007871,44007872,government-organisation:D1342
conservation-area,conservation-area,44007874,44007874,local-authority:SHF,44007874,44007874,government-organisation:D1342
conservation-area,conservation-area,44007874,44007874,local-authority:SHF,44007874,44007874,local-authority:SHF
conservation-area,conservation-area,44007874,44007876,local-authority:SHF,44007874,44007874,local-authority:SHF
conservation-area,conservation-area,44007876,44007876,local-authority:SHF,44007874,44007876,local-authority:SHF
conservation-area,conservation-area,44007876,44007877,local-authority:SHF,44007876,44007876,local-authority:SHF
conservation-area,conservation-area,44007877,44007881,government-organisation:D1342,44007876,44007877,local-authority:SHF
conservation-area,conservation-area,44007877,44007877,local-authority:SHF,44007877,44007881,government-organisation:D1342
conservation-area,conservation-area,44007877,44007878,local-authority:SHF,44007877,44007877,local-authority:SHF
conservation-area,conservation-area,44007878,44007878,local-authority:SHF,44007877,44007878,local-authority:SHF
conservation-area,conservation-area,44007878,44007879,local-authority:SHF,44007878,44007878,local-authority:SHF
conservation-area,conservation-area,44007879,44007879,local-authority:SHF,44007878,44007879,local-authority:SHF
conservation-area,conservation-area,44007879,44007880,local-authority:SHF,44007879,44007879,local-authority:SHF
conservation-area,conservation-area,44007880,44007880,local-authority:SHF,44007879,44007880,local-authority:SHF
conservation-area,conservation-area,44007880,44007881,local-authority:SHF,44007880,44007880,local-authority:SHF
conservation-area,conservation-area,44007881,44007881,local-authority:SHF,44007880,44007881,local-authority:SHF
conservation-area,conservation-area,44007881,44007882,local-authority:SHF,44007881,44007881,local-authority:SHF
conservation-area,conservation-area,44007882,44007882,local-authority:SHF,44007881,44007882,local-authority:SHF
conservation-area,conservation-area,44007882,44007883,local-authority:SHF,44007882,44007882,local-authority:SHF
conservation-area,conservation-area,44007883,44007884,local-authority:SHF,44007882,44007883,local-authority:SHF
conservation-area,conservation-area,44007884,44007885,government-organisation:D1342,44007883,44007884,local-authority:SHF
conservation-area,conservation-area,44007884,44007884,local-authority:SHF,44007884,44007885,government-organisation:D1342
conservation-area,conservation-area,44007884,44007885,local-authority:SHF,44007884,44007884,local-authority:SHF
conservation-area,conservation-area,44007885,44007885,local-authority:SHF,44007884,44007885,local-authority:SHF
conservation-area,conservation-area,44007885,44007886,local-authority:SHF,44007885,44007885,local-authority:SHF
conservation-area,conservation-area,44007886,44007886,local-authority:SHF,44007885,44007886,local-authority:SHF
conservation-area,conservation-area,44007886,44007887,local-authority:SHF,44007886,44007886,local-authority:SHF
conservation-area,conservation-area,44007887,44007887,local-authority:SHF,44007886,44007887,local-authority:SHF
conservation-area,conservation-area,44007887,44007889,local-authority:SHF,44007887,44007887,local-authority:SHF
conservation-area,conservation-area,44007889,44007889,local-authority:SHF,44007887,44007889,local-authority:SHF
conservation-area,conservation-area,44007889,44007890,local-authority:SHF,44007889,44007889,local-authority:SHF
conservation-area,conservation-area,44007890,44007890,local-authority:SHF,44007889,44007890,local-authority:SHF
conservation-area,conservation-area,44007893,44007895,government-organisation:D1342,44007891,44007901,local-authority:ESK
conservation-area,conservation-area,44007919,44007924,local-authority:CLD,44007919,44007924,government-organisation:D1342
conservation-area,conservation-area,44007961,44007963,local-authority:HAL,44007961,44007963,government-organisation:D1342
conservation-area,conservation-area,44007966,44007973,local-authority:SOS,44007966,44007973,government-organisation:D1342
conservation-area,conservation-area,44008198,44008198,local-authority:STH,44008198,44008198,government-organisation:D1342
conservation-area,conservation-area,44008217,44008218,government-organisation:D1342,44008216,44008221,local-authority:DUD
conservation-area,conservation-area,44008221,44008240,local-authority:DUD,44008221,44008223,government-organisation:D1342
conservation-area,conservation-area,44008225,44008229,government-organisation:D1342,44008221,44008240,local-authority:DUD
conservation-area,conservation-area,44008240,44008241,local-authority:DUD,44008236,44008242,government-organisation:D1342
conservation-area,conservation-area,44008241,44008246,local-authority:DUD,44008240,44008241,local-authority:DUD
conservation-area,conservation-area,44008244,44008244,government-organisation:D1342,44008241,44008246,local-authority:DUD
conservation-area,conservation-area,44008291,44008291,government-organisation:PB1164,44008247,44008297,local-authority:VAL
conservation-area,conservation-area,44008298,44008336,local-authority:CAT,44008298,44008336,government-organisation:PB1164
conservation-area,conservation-area,44008337,44008346,local-authority:ROC,44008337,44008348,government-organisation:D1342
conservation-area,conservation-area,44008347,44008348,local-authority:HMF,44008347,44008347,local-authority:HMF
conservation-area,conservation-area,44008348,44008348,local-authority:HMF,44008347,44008348,local-authority:HMF
conservation-area,conservation-area,44008350,44008350,local-authority:HMF,44008350,44008356,government-organisation:D1342
conservation-area,conservation-area,44008350,44008351,local-authority:HMF,44008350,44008350,local-authority:HMF
conservation-area,conservation-area,44008351,44008352,local-authority:HMF,44008350,44008351,local-authority:HMF
conservation-area,conservation-area,44008352,44008353,local-authority:HMF,44008351,44008352,local-authority:HMF
conservation-area,conservation-area,44008353,44008354,local-authority:HMF,44008352,44008353,local-authority:HMF
conservation-area,conservation-area,44008354,44008355,local-authority:HMF,44008353,44008354,local-authority:HMF
conservation-area,conservation-area,44008355,44008356,local-authority:HMF,44008354,44008355,local-authority:HMF
conservation-area,conservation-area,44008361,44008361,local-authority:HMF,44008361,44008369,government-organisation:D1342
conservation-area,conservation-area,44008361,44008362,local-authority:HMF,44008361,44008361,local-authority:HMF
conservation-area,conservation-area,44008362,44008363,local-authority:HMF,44008361,44008362,local-authority:HMF
conservation-area,conservation-area,44008363,44008364,local-authority:HMF,44008362,44008363,local-authority:HMF
conservation-area,conservation-area,44008364,44008365,local-authority:HMF,44008363,44008364,local-authority:HMF
conservation-area,conservation-area,44008365,44008366,local-authority:HMF,44008364,44008365,local-authority:HMF
conservation-area,conservation-area,44008366,44008368,local-authority:HMF,44008365,44008366,local-authority:HMF
conservation-area,conservation-area,44008368,44008369,local-authority:HMF,44008366,44008368,local-authority:HMF
conservation-area,conservation-area,44008374,44008374,local-authority:HMF,44008374,44008374,government-organisation:D1342
conservation-area,conservation-area,44008374,44008374,local-authority:HMF,44008374,44008374,local-authority:HMF
conservation-area,conservation-area,44008377,44008377,local-authority:HMF,44008377,44008387,government-organisation:D1342
conservation-area,conservation-area,44008377,44008379,local-authority:HMF,44008377,44008377,local-authority:HMF
conservation-area,conservation-area,44008379,44008381,local-authority:HMF,44008377,44008379,local-authority:HMF
conservation-area,conservation-area,44008380,44008380,local-authority:KEC,44008379,44008381,local-authority:HMF
conservation-area,conservation-area,44008382,44008383,local-authority:HMF,44008381,44008382,local-authority:HMF
conservation-area,conservation-area,44008383,44008384,local-authority:HMF,44008382,44008383,local-authority:HMF
conservation-area,conservation-area,44008384,44008385,local-authority:HMF,44008383,44008384,local-authority:HMF
conservation-area,conservation-area,44008385,44008386,local-authority:HMF,44008384,44008385,local-authority:HMF
conservation-area,conservation-area,44008386,44008387,local-authority:HMF,44008385,44008386,local-authority:HMF
conservation-area,conservation-area,44008387,44008387,local-authority:HMF,44008386,44008387,local-authority:HMF
conservation-area,conservation-area,44008585,44008585,local-authority:LBH,44008585,44008585,government-organisation:PB1164
conservation-area,conservation-area,44008585,44008585,local-authority:LBH,44008585,44008585,local-authority:LBH
conservation-area,conservation-area,44008585,44008585,local-authority:LBH,44008585,44008585,local-authority:LBH
conservation-area,conservation-area,44008585,44008595,local-authority:LBH,44008585,44008585,local-authority:LBH
conservation-area,conservation-area,44008662,44008662,government-organisation:PB1164,44008660,44008668,local-authority:EPS
conservation-area,conservation-area,44008671,44008682,local-authority:EPS,44008671,44008673,government-organisation:PB1164
conservation-area,conservation-area,44008676,44008676,government-organisation:PB1164,44008671,44008682,local-authority:EPS
conservation-area,conservation-area,44008708,44008711,government-organisation:PB1164,44008708,44008711,government-organisation:D1342
conservation-area,conservation-area,44008708,44008708,local-authority:SLF,44008708,44008711,government-organisation:PB1164
conservation-area,conservation-area,44008708,44008709,local-authority:SLF,44008708,44008708,local-authority:SLF
conservation-area,conservation-area,44008709,44008710,local-authority:SLF,44008708,44008709,local-authority:SLF
conservation-area,conservation-area,44008710,44008711,local-authority:SLF,44008709,44008710,local-authority:SLF
conservation-area,conservation-area,44008711,44008711,local-authority:SLF,44008710,44008711,local-authority:SLF
conservation-area,conservation-area,44008718,44008718,local-authority:BRY,44008718,44008718,government-organisation:D1342
conservation-area,conservation-area,44008761,44008761,local-authority:BEX,44008761,44008761,government-organisation:D1342
conservation-area,conservation-area,44008774,44008774,local-authority:BEX,44008774,44008774,government-organisation:D1342
conservation-area,conservation-area,44008848,44008848,local-authority:HIL,44008848,44008848,government-organisation:D1342
conservation-area,conservation-area,44008853,44008853,local-authority:BRY,44008853,44008853,government-organisation:D1342
conservation-area,conservation-area,44008873,44008874,local-authority:BEX,44008873,44008873,government-organisation:D1342
conservation-area,conservation-area,44008924,44008924,government-organisation:D1342,44008921,44008925,local-authority:HIL
conservation-area,conservation-area,44008960,44008960,local-authority:BEX,44008960,44008960,government-organisation:D1342
conservation-area,conservation-area,44008960,44008960,local-authority:BEX,44008960,44008960,local-authority:BEX
conservation-area,conservation-area,44008960,44008960,local-authority:BEX,44008960,44008960,local-authority:BEX
conservation-area,conservation-area,44008981,44008982,local-authority:BRY,44008981,44008981,government-organisation:D1342
conservation-area,conservation-area,44009009,44009010,local-authority:TWH,44009009,44009009,local-authority:TWH
conservation-area,conservation-area,44009010,44009011,local-authority:TWH,44009009,44009010,local-authority:TWH
conservation-area,conservation-area,44009011,44009011,local-authority:TWH,44009010,44009011,local-authority:TWH
conservation-area,conservation-area,44009012,44009012,local-authority:MRT,44009012,44009012,government-organisation:D1342
conservation-area,conservation-area,44009016,44009016,local-authority:BRY,44009016,44009016,government-organisation:D1342
conservation-area,conservation-area,44009022,44009042,local-authority:BRY,44009022,44009023,government-organisation:D1342
conservation-area,conservation-area,44009025,44009025,government-organisation:D1342,44009022,44009042,local-authority:BRY
conservation-area,conservation-area,44009069,44009069,local-authority:WSM,44009069,44009069,local-authority:WSM
conservation-area,conservation-area,44009077,44009087,local-authority:RIC,44009077,44009078,government-organisation:D1342
conservation-area,conservation-area,44009081,44009081,government-organisation:D1342,44009077,44009087,local-authority:RIC
conservation-area,conservation-area,44009096,44009096,local-authority:BRY,44009096,44009096,government-organisation:D1342
conservation-area,conservation-area,44009101,44009101,local-authority:BRY,44009101,44009101,government-organisation:D1342
conservation-area,conservation-area,44009106,44009106,government-organisation:PB1164,44009105,44009106,local-authority:TRF
conservation-area,conservation-area,44009139,44009141,local-authority:SOX,44009139,44009142,government-organisation:D1342
conservation-area,conservation-area,44009142,44009145,local-authority:CAR,44009142,44009143,government-organisation:D1342
conservation-area,conservation-area,44009143,44009144,government-organisation:D1342,44009142,44009145,local-authority:CAR
conservation-area,conservation-area,44009144,44009145,government-organisation:D1342,44009143,44009144,government-organisation:D1342
conservation-area,conservation-area,44009145,44009145,government-organisation:D1342,44009144,44009145,government-organisation:D1342
conservation-area,conservation-area,44009153,44009153,government-organisation:PB1164,44009146,44009153,government-organisation:PB1164
conservation-area,conservation-area,44009154,44009155,local-authority:OLD,44009154,44009155,government-organisation:D1342
conservation-area,conservation-area,44009160,44009161,local-authority:VAL,44009160,44009161,government-organisation:D1342
conservation-area,conservation-area,44009163,44009165,government-organisation:PB1164,44009162,44009163,local-authority:LND
conservation-area,conservation-area,44009163,44009163,local-authority:LND,44009163,44009165,government-organisation:PB1164
conservation-area,conservation-area,44009163,44009164,local-authority:LND,44009163,44009163,local-authority:LND
conservation-area,conservation-area,44009164,44009164,local-authority:LND,44009163,44009164,local-authority:LND
conservation-area,conservation-area,44009164,44009165,local-authority:LND,44009164,44009164,local-authority:LND
conservation-area,conservation-area,44009165,44009165,local-authority:LND,44009164,44009165,local-authority:LND
conservation-area,conservation-area,44009165,44009165,local-authority:LND,44009165,44009165,local-authority:LND
conservation-area,conservation-area,44009168,44009168,local-authority:LND,44009168,44009168,government-organisation:PB1164
conservation-area,conservation-area,44009168,44009168,local-authority:LND,44009168,44009168,local-authority:LND
conservation-area,conservation-area,44009168,44009168,local-authority:LND,44009168,44009168,local-authority:LND
conservation-area,conservation-area,44009193,44009202,government-organisation:D1342,44009178,44009399,government-organisation:PB1164
conservation-area,conservation-area,44009296,44009296,government-organisation:D1342,44009283,44009297,local-authority:EHA
conservation-area,conservation-area,44009392,44009401,local-authority:BUC,44009392,44009399,government-organisation:D1342
conservation-area,conservation-area,44009401,44009405,government-organisation:D1342,44009392,44009401,local-authority:BUC
conservation-area,conservation-area,44009401,44009405,government-organisation:PB1164,44009401,44009405,government-organisation:D1342
conservation-area,conservation-area,44009401,44009407,local-authority:BUC,44009401,44009405,government-organisation:PB1164
conservation-area,conservation-area,44009407,44009407,government-organisation:D1342,44009401,44009407,local-authority:BUC
conservation-area,conservation-area,44009407,44009407,government-organisation:PB1164,44009407,44009407,government-organisation:D1342
conservation-area,conservation-area,44009407,44009407,local-authority:BUC,44009407,44009407,government-organisation:PB1164
conservation-area,conservation-area,44009407,44009409,local-authority:BUC,44009407,44009407,local-authority:BUC
conservation-area,conservation-area,44009409,44009411,government-organisation:D1342,44009407,44009409,local-authority:BUC
conservation-area,conservation-area,44009409,44009411,government-organisation:PB1164,44009409,44009411,government-organisation:D1342
conservation-area,conservation-area,44009409,44009413,local-authority:BUC,44009409,44009411,government-organisation:PB1164
conservation-area,conservation-area,44009413,44009416,government-organisation:D1342,44009409,44009413,local-authority:BUC
conservation-area,conservation-area,44009413,44009416,government-organisation:PB1164,44009413,44009416,government-organisation:D1342
conservation-area,conservation-area,44009413,44009418,local-authority:BUC,44009413,44009416,government-organisation:PB1164
conservation-area,conservation-area,44009418,44009430,government-organisation:D1342,44009413,44009418,local-authority:BUC
conservation-area,conservation-area,44009418,44009430,government-organisation:PB1164,44009418,44009430,government-organisation:D1342
conservation-area,conservation-area,44009418,44009432,local-authority:BUC,44009418,44009430,government-organisation:PB1164
conservation-area,conservation-area,44009432,44009434,government-organisation:D1342,44009418,44009432,local-authority:BUC
conservation-area,conservation-area,44009432,44009432,government-organisation:PB1164,44009432,44009434,government-organisation:D1342
conservation-area,conservation-area,44009432,44009436,local-authority:BUC,44009432,44009432,government-organisation:PB1164
conservation-area,conservation-area,44009434,44009434,government-organisation:PB1164,44009432,44009436,local-authority:BUC
conservation-area,conservation-area,44009436,44009440,government-organisation:PB1164,44009436,44009441,government-organisation:D1342
conservation-area,conservation-area,44009436,44009443,local-authority:BUC,44009436,44009440,government-organisation:PB1164
conservation-area,conservation-area,44009443,44009446,government-organisation:D1342,44009436,44009443,local-authority:BUC
conservation-area,conservation-area,44009443,44009446,government-organisation:PB1164,44009443,44009446,government-organisation:D1342
conservation-area,conservation-area,44009443,44009443,local-authority:BUC,44009443,44009446,government-organisation:PB1164
conservation-area,conservation-area,44009443,44009448,local-authority:BUC,44009443,44009443,local-authority:BUC
conservation-area,conservation-area,44009448,44009453,government-organisation:D1342,44009443,44009448,local-authority:BUC
conservation-area,conservation-area,44009448,44009453,government-organisation:PB1164,44009448,44009453,government-organisation:D1342
conservation-area,conservation-area,44009448,44009455,local-authority:BUC,44009448,44009453,government-organisation:PB1164
conservation-area,conservation-area,44009455,44009459,government-organisation:D1342,44009448,44009455,local-authority:BUC
conservation-area,conservation-area,44009455,44009459,government-organisation:PB1164,44009455,44009459,government-organisation:D1342
conservation-area,conservation-area,44009455,44009455,local-authority:BUC,44009455,44009459,government-organisation:PB1164
conservation-area,conservation-area,44009455,44009461,local-authority:BUC,44009455,44009455,local-authority:BUC
conservation-area,conservation-area,44009461,44009464,government-organisation:D1342,44009455,44009461,local-authority:BUC
conservation-area,conservation-area,44009461,44009464,government-organisation:PB1164,44009461,44009464,government-organisation:D1342
conservation-area,conservation-area,44009461,44009461,local-authority:BUC,44009461,44009464,government-organisation:PB1164
conservation-area,conservation-area,44009461,44009466,local-authority:BUC,44009461,44009461,local-authority:BUC
conservation-area,conservation-area,44009466,44009489,government-organisation:D1342,44009461,44009466,local-authority:BUC
conservation-area,conservation-area,44009466,44009489,government-organisation:PB1164,44009466,44009489,government-organisation:D1342
conservation-area,conservation-area,44009466,44009466,local-authority:BUC,44009466,44009489,government-organisation:PB1164
conservation-area,conservation-area,44009466,44009593,local-authority:BUC,44009466,44009466,local-authority:BUC
conservation-area,conservation-area,44009491,44009493,government-organisation:D1342,44009466,44009593,local-authority:BUC
conservation-area,conservation-area,44009491,44009493,government-organisation:PB1164,44009491,44009493,government-organisation:D1342
conservation-area,conservation-area,44009495,44009496,government-organisation:PB1164,44009495,44009496,government-organisation:D1342
conservation-area,conservation-area,44009498,44009506,government-organisation:PB1164,44009498,44009513,government-organisation:D1342
conservation-area,conservation-area,44009506,44009513,government-organisation:PB1164,44009498,44009506,government-organisation:PB1164
conservation-area,conservation-area,44009515,44009520,government-organisation:PB1164,44009515,44009520,government-organisation:D1342
conservation-area,conservation-area,44009522,44009522,government-organisation:PB1164,44009522,44009522,government-organisation:D1342
conservation-area,conservation-area,44009522,44009522,government-organisation:PB1164,44009522,44009522,government-organisation:PB1164
conservation-area,conservation-area,44009522,44009522,government-organisation:PB1164,44009522,44009522,government-organisation:PB1164
conservation-area,conservation-area,44009524,44009525,government-organisation:PB1164,44009524,44009525,government-organisation:D1342
conservation-area,conservation-area,44009527,44009547,government-organisation:PB1164,44009527,44009540,government-organisation:D1342
conservation-area,conservation-area,44009542,44009547,government-organisation:D1342,44009527,44009547,government-organisation:PB1164
conservation-area,conservation-area,44009549,44009551,government-organisation:PB1164,44009549,44009551,government-organisation:D1342
conservation-area,conservation-area,44009553,44009566,government-organisation:PB1164,44009553,44009566,government-organisation:D1342
conservation-area,conservation-area,44009568,44009590,government-organisation:PB1164,44009568,44009597,government-organisation:D1342
conservation-area,conservation-area,44009615,44009617,government-organisation:PB1164,44009614,44009615,local-authority:CMD
conservation-area,conservation-area,44009615,44009616,local-authority:CMD,44009615,44009617,government-organisation:PB1164
conservation-area,conservation-area,44009616,44009617,local-authority:CMD,44009615,44009616,local-authority:CMD
conservation-area,conservation-area,44009617,44009619,local-authority:CMD,44009616,44009617,local-authority:CMD
conservation-area,conservation-area,44009619,44009626,government-organisation:PB1164,44009617,44009619,local-authority:CMD
conservation-area,conservation-area,44009619,44009620,local-authority:CMD,44009619,44009626,government-organisation:PB1164
conservation-area,conservation-area,44009620,44009621,local-authority:CMD,44009619,44009620,local-authority:CMD
conservation-area,conservation-area,44009621,44009622,local-authority:CMD,44009620,44009621,local-authority:CMD
conservation-area,conservation-area,44009622,44009623,local-authority:CMD,44009621,44009622,local-authority:CMD
conservation-area,conservation-area,44009623,44009624,local-authority:CMD,44009622,44009623,local-authority:CMD
conservation-area,conservation-area,44009624,44009625,local-authority:CMD,44009623,44009624,local-authority:CMD
conservation-area,conservation-area,44009625,44009626,local-authority:CMD,44009624,44009625,local-authority:CMD
conservation-area,conservation-area,44009626,44009629,local-authority:CMD,44009625,44009626,local-authority:CMD
conservation-area,conservation-area,44009629,44009630,government-organisation:PB1164,44009626,44009629,local-authority:CMD
conservation-area,conservation-area,44009629,44009630,local-authority:CMD,44009629,44009630,government-organisation:PB1164
conservation-area,conservation-area,44009630,44009630,local-authority:CMD,44009629,44009630,local-authority:CMD
conservation-area,conservation-area,44009632,44009632,local-authority:CMD,44009632,44009632,government-organisation:PB1164
conservation-area,conservation-area,44009632,44009634,local-authority:CMD,44009632,44009632,local-authority:CMD
conservation-area,conservation-area,44009634,44009634,government-organisation:PB1164,44009632,44009634,local-authority:CMD
conservation-area,conservation-area,44009634,44009636,local-authority:CMD,44009634,44009634,government-organisation:PB1164
conservation-area,conservation-area,44009636,44009636,government-organisation:PB1164,44009634,44009636,local-authority:CMD
conservation-area,conservation-area,44009636,44009639,local-authority:CMD,44009636,44009636,government-organisation:PB1164
conservation-area,conservation-area,44009639,44009643,government-organisation:PB1164,44009636,44009639,local-authority:CMD
conservation-area,conservation-area,44009639,44009640,local-authority:CMD,44009639,44009643,government-organisation:PB1164
conservation-area,conservation-area,44009640,44009641,local-authority:CMD,44009639,44009640,local-authority:CMD
conservation-area,conservation-area,44009641,44009642,local-authority:CMD,44009640,44009641,local-authority:CMD
conservation-area,conservation-area,44009642,44009643,local-authority:CMD,44009641,44009642,local-authority:CMD
conservation-area,conservation-area,44009643,44009645,local-authority:CMD,44009642,44009643,local-authority:CMD
conservation-area,conservation-area,44009645,44009663,government-organisation:PB1164,44009643,44009645,local-authority:CMD
conservation-area,conservation-area,44009645,44009646,local-authority:CMD,44009645,44009663,government-organisation:PB1164
conservation-area,conservation-area,44009646,44009647,local-authority:CMD,44009645,44009646,local-authority:CMD
conservation-area,conservation-area,44009647,44009648,local-authority:CMD,44009646,44009647,local-authority:CMD
